F (N)	L (m)	E (Pa)	I (m^4)	δ (m)
2.060681092437e+02	2.984795168752e+00	2.597646248010e+10	4.939134626467e-03	8.897792557678e-07
2.255468133073e+02	3.531892858463e+00	2.227497196166e+10	3.291090214745e-03	2.823976423029e-06
4.304285719420e+02	4.235946145206e+00	3.073970469985e+10	4.635727735852e-03	4.782924575830e-06
3.553988267872e+02	4.158752931835e+00	2.577470236718e+10	3.971781979208e-03	5.202176137096e-06
3.171027399021e+02	4.011629824469e+00	3.641445951266e+10	2.231254836929e-03	5.249262223671e-06
2.074709709032e+02	2.273815186591e+00	2.037151014949e+10	4.002237098063e-03	6.232403349990e-07
2.926366957069e+02	2.224396751342e+00	3.984322880103e+10	2.489140180165e-03	6.765819737694e-07
3.482827799207e+02	3.701179839719e+00	3.308161915955e+10	4.541170986736e-03	2.448819170158e-06
3.765801548157e+02	4.368153461409e+00	2.210667166298e+10	2.287559819837e-03	1.293046175845e-05
2.298224603117e+02	2.608130145039e+00	3.876813240026e+10	2.681384069085e-03	8.171562444431e-07
4.508483178441e+02	2.598490894872e+00	3.139480295959e+10	3.602430885884e-03	1.457133675830e-06
2.642643049604e+02	4.790566616744e+00	3.015740438844e+10	3.858407029024e-03	5.201827182285e-06
4.871164374497e+02	2.975118357751e+00	2.233986045754e+10	4.116301256855e-03	2.906141009599e-06
3.522263307882e+02	2.629497025615e+00	3.146147460169e+10	4.055172647256e-03	1.045707468878e-06
4.762719697023e+02	3.207706862476e+00	3.385439436678e+10	3.650411447139e-03	2.649969883548e-06
2.493685714890e+02	4.120840147330e+00	3.511116291833e+10	3.914031987386e-03	2.645380814354e-06
2.707691306298e+02	2.734999197962e+00	3.990005876893e+10	3.556335858126e-03	8.133045819721e-07
3.207391997696e+02	2.766368321085e+00	4.670272673470e+10	2.881276411182e-03	1.051268497991e-06
2.429666031017e+02	2.132267763735e+00	4.088406394602e+10	4.038415401199e-03	2.972114384572e-07
2.585196593437e+02	4.623035897793e+00	2.340284013891e+10	2.865687900447e-03	7.934812682064e-06
3.579395829472e+02	4.649904611465e+00	4.587066614882e+10	4.929061463429e-03	3.315899360904e-06
3.562412415313e+02	3.729212971199e+00	3.667417967180e+10	2.531201865524e-03	4.146363058093e-06
2.665385149792e+02	4.626810219760e+00	2.272847826682e+10	2.289770953407e-03	1.056820900206e-05
4.723933683340e+02	3.799217447284e+00	2.160896366977e+10	3.173861227970e-03	7.869065032425e-06
3.709968487066e+02	4.696755154553e+00	3.635360394247e+10	2.392626875525e-03	9.206621674582e-06
2.940196717214e+02	4.829899179686e+00	3.944056268484e+10	3.091773312678e-03	5.659767623477e-06
3.714582809987e+02	4.365604671224e+00	4.632942295752e+10	2.474457462798e-03	5.616491942578e-06
2.233111779493e+02	3.720518917616e+00	2.224890400623e+10	3.980071305112e-03	2.705704110479e-06
3.976177617565e+02	3.402870802335e+00	4.865319131957e+10	2.271078503740e-03	2.954047275299e-06
3.887491025678e+02	4.131108188720e+00	3.935132900407e+10	2.754155954684e-03	5.268414489290e-06
4.034125996090e+02	4.848766193455e+00	3.270566281170e+10	2.130936078395e-03	1.374702025537e-05
2.437329138934e+02	2.213789395088e+00	3.961560182086e+10	2.965940232664e-03	4.688708121615e-07
3.934631365921e+02	3.485042150352e+00	2.484855320790e+10	4.718208860477e-03	2.959433928932e-06
2.387459841544e+02	4.637594448793e+00	4.195225901887e+10	3.399594774327e-03	3.478489013280e-06
3.449222158109e+02	2.221212935190e+00	4.676860299427e+10	2.358027899300e-03	7.140805024485e-07
3.439693992921e+02	3.852261667545e+00	4.660089333801e+10	3.989051242443e-03	2.203748607169e-06
4.660143833596e+02	3.228762090281e+00	2.102838410778e+10	2.703766015914e-03	5.747661906462e-06
2.163188285095e+02	3.872663263659e+00	4.175706523824e+10	4.466853671870e-03	1.403300236671e-06
4.061547131416e+02	4.229463103465e+00	3.408697389505e+10	2.067464569144e-03	9.084048792326e-06
3.701132411167e+02	2.290398942781e+00	4.831262127291e+10	2.477866458640e-03	7.739061369217e-07
4.645499762604e+02	4.088758687158e+00	3.899310301528e+10	3.888043661737e-03	4.363617894079e-06
4.341720192131e+02	3.844720585027e+00	4.287764175652e+10	2.619454704255e-03	4.576918281280e-06
4.243161201862e+02	4.263503380026e+00	3.380800963377e+10	4.486098286872e-03	4.517100372916e-06
2.274159210005e+02	4.399535846883e+00	4.124896189374e+10	4.386398531572e-03	2.229867713934e-06
4.235123530467e+02	2.619363886480e+00	2.143442334267e+10	4.813286974987e-03	1.536946647305e-06
4.724222300876e+02	4.043421993595e+00	2.258181648585e+10	4.510042100565e-03	6.388469495950e-06
2.240152192410e+02	3.479674928909e+00	4.969547172320e+10	4.438758588772e-03	8.914027435115e-07
3.899088479391e+02	3.893109462875e+00	2.674604512918e+10	4.185428513742e-03	4.281660183556e-06
4.961109854856e+02	2.862516238741e+00	4.174903009434e+10	3.940366672736e-03	1.473663937661e-06
2.427944304759e+02	3.659193913925e+00	4.418596510671e+10	2.960918367078e-03	1.894274784777e-06
2.702470922512e+02	4.469388298269e+00	2.298858503499e+10	3.709426842983e-03	5.894473287415e-06
3.547335813321e+02	3.069964176238e+00	4.732239737003e+10	4.672291087394e-03	9.670843588382e-07
4.475379170961e+02	4.728756023322e+00	2.177171354228e+10	4.095207356733e-03	1.105759840862e-05
2.306885287737e+02	4.702759394482e+00	3.036227115598e+10	4.656529066626e-03	3.535464397649e-06
2.044780141626e+02	2.244562888245e+00	2.408704066988e+10	3.542852890640e-03	5.645002646194e-07
4.826811395755e+02	2.475344661268e+00	2.881011063188e+10	2.354222260294e-03	2.248711480362e-06
4.698276855809e+02	3.947619209093e+00	2.607044035116e+10	4.423726188073e-03	5.221154245554e-06
4.808499900963e+02	2.368557130300e+00	2.001226566336e+10	3.494159436972e-03	1.903623205480e-06
3.661251197949e+02	4.433495570115e+00	4.011030243151e+10	4.654279026259e-03	3.560563811826e-06
4.422785478859e+02	2.743494164348e+00	4.850858443292e+10	3.808355262608e-03	1.029937103261e-06
3.705324333886e+02	3.578922968470e+00	3.974039042437e+10	2.070286571378e-03	4.301099101543e-06
2.088175964774e+02	2.888871240348e+00	2.701265694983e+10	2.628754504128e-03	1.477042794420e-06
2.194669903403e+02	4.416107573570e+00	2.534995728461e+10	3.236481097045e-03	4.799506629295e-06
3.955182759695e+02	2.537586079391e+00	3.779368276731e+10	4.734598324112e-03	7.524632861067e-07
4.406206246359e+02	4.525443909981e+00	3.799624213216e+10	4.263904380999e-03	5.251205814661e-06
2.107780234069e+02	3.067674051852e+00	4.755354659028e+10	4.816753116824e-03	5.534449500197e-07
3.836019570667e+02	3.264555319247e+00	3.229774582931e+10	2.923652528810e-03	2.944514552588e-06
4.071613458414e+02	2.558588322039e+00	3.082733650300e+10	3.927355219900e-03	1.173519625112e-06
3.318794791385e+02	2.585849120742e+00	4.786997508724e+10	2.648677577156e-03	9.428799683379e-07
3.452062098280e+02	2.762970784340e+00	2.081273997576e+10	3.347536042331e-03	2.177267150483e-06
4.551315649149e+02	4.886101361644e+00	3.245522681636e+10	2.984094930950e-03	1.142051929343e-05
3.504987374235e+02	4.204353769361e+00	3.464223214421e+10	3.200026951054e-03	4.895346900479e-06
3.372598675468e+02	2.805647013334e+00	4.392813841829e+10	4.114243491368e-03	8.585977155030e-07
3.057059936511e+02	4.226766330643e+00	3.733437126845e+10	4.501431664921e-03	2.861725217035e-06
4.998412163854e+02	2.782190060351e+00	3.121039306486e+10	2.156019141290e-03	3.332724092749e-06
2.649005212586e+02	2.415736442718e+00	3.846485139681e+10	4.229677742765e-03	4.782102597141e-07
2.955254069554e+02	4.124817390662e+00	2.791115450184e+10	3.138339994332e-03	4.932759874316e-06
4.701922729056e+02	3.913865405048e+00	4.168893277275e+10	2.205715275808e-03	6.386775953642e-06
4.462143630470e+02	3.444382239516e+00	3.256984957122e+10	4.304973989648e-03	2.709256020811e-06
4.912333085743e+02	3.341047258671e+00	3.345436187679e+10	4.688178261624e-03	2.433534785567e-06
4.413759848052e+02	2.692162694709e+00	4.202260654629e+10	3.340580616169e-03	1.278104677531e-06
3.917161868338e+02	2.282415369818e+00	2.059964739803e+10	2.798388898676e-03	1.683241672312e-06
3.410210558824e+02	4.104901930378e+00	4.461749580093e+10	3.311238467720e-03	3.326232976760e-06
2.952893373659e+02	2.822928282710e+00	4.761507380248e+10	2.033855898252e-03	1.429030248126e-06
3.665748736945e+02	4.182867761744e+00	2.371169763325e+10	4.363048056594e-03	5.402455721586e-06
4.362513471985e+02	4.001729982677e+00	4.320863710558e+10	3.588910737520e-03	3.755827717238e-06
4.627449456136e+02	2.420097093754e+00	4.842844586172e+10	4.768887388473e-03	5.916722725457e-07
2.152190231094e+02	4.361455384764e+00	2.139385578488e+10	4.251942245806e-03	4.089378415417e-06
4.217106031040e+02	4.618664842622e+00	2.624412703971e+10	4.801906383265e-03	6.868735742621e-06
4.813040017537e+02	4.463431508422e+00	3.042810526459e+10	2.606495541401e-03	1.124224287617e-05
4.704143874594e+02	3.561040708747e+00	4.271958912799e+10	3.054165771035e-03	3.391958275046e-06
3.662822161774e+02	3.786365058652e+00	2.974809796097e+10	4.013923137461e-03	3.469075821839e-06
2.148577916925e+02	4.723576042501e+00	3.585435110276e+10	2.419465122475e-03	5.438277581269e-06
4.443153009392e+02	3.812104291395e+00	2.611544226215e+10	4.851865715562e-03	4.047046507214e-06
2.595757474484e+02	2.811358915827e+00	3.231843437367e+10	3.162097230345e-03	1.175834568959e-06
4.733505602468e+02	4.151274437172e+00	2.112014680086e+10	2.464249481415e-03	1.355515185403e-05
2.138177780282e+02	2.514179054286e+00	2.553046190581e+10	3.790272812875e-03	7.315803701526e-07
4.239653368140e+02	3.337705725992e+00	2.403736119113e+10	3.275282728941e-03	4.171551983545e-06
3.757276798844e+02	2.660695862297e+00	4.935757935285e+10	2.751367530816e-03	1.085713394699e-06
2.849007979201e+02	4.603097717353e+00	3.312875568932e+10	4.041505519250e-03	4.323691621182e-06
2.343115771572e+02	3.275425307757e+00	4.115558893452e+10	2.643865074505e-03	1.576476503355e-06
4.437055863727e+02	3.155690313221e+00	3.790352796044e+10	3.223287270780e-03	2.377705932979e-06
2.723187509783e+02	2.948866969636e+00	4.334024595554e+10	2.322415576968e-03	1.445341739075e-06
3.907329665812e+02	4.709490388374e+00	2.466792523951e+10	3.418108666566e-03	1.008421445425e-05
3.176272864630e+02	3.738613998654e+00	3.766478674104e+10	4.961693567912e-03	1.850303620659e-06
4.523105697459e+02	2.011134699788e+00	4.640082667883e+10	4.874204661533e-03	3.389139915953e-07
4.825421725575e+02	4.467303224767e+00	4.162105742898e+10	2.074892367080e-03	1.037819079457e-05
3.842855060490e+02	2.718537630165e+00	4.261156051337e+10	4.626279529888e-03	8.159424056738e-07
3.251131224871e+02	4.127953261636e+00	2.794078212732e+10	4.316722503653e-03	3.950070853780e-06
2.176781417670e+02	2.300006828733e+00	4.991991406523e+10	2.021616808926e-03	5.467493701027e-07
2.020440098332e+02	4.834934358530e+00	3.442083346217e+10	3.146828942016e-03	4.392198614420e-06
4.613085583189e+02	3.526981651998e+00	3.791755812539e+10	2.973300771600e-03	3.740078097358e-06
3.718808764807e+02	2.969131817427e+00	2.849031026053e+10	2.087511571344e-03	3.409769133530e-06
4.269896550083e+02	4.234600534775e+00	4.574204402744e+10	4.071382591346e-03	3.627070331833e-06
4.676056586282e+02	2.926922141630e+00	3.844279884611e+10	4.494390077084e-03	1.413794437323e-06
3.187097131493e+02	2.382719430595e+00	4.601200242746e+10	3.534190328792e-03	5.523466357972e-07
4.050507629808e+02	2.989091074439e+00	4.158799095457e+10	2.114038729516e-03	2.563331533677e-06
2.034928380503e+02	3.082003627441e+00	3.386314432033e+10	4.910284415148e-03	7.464030378323e-07
4.031436347129e+02	2.923925104761e+00	2.004126566683e+10	4.780770025024e-03	2.191261983677e-06
3.106058594099e+02	2.820032826379e+00	3.026330883667e+10	3.570272368702e-03	1.343114814383e-06
2.536053579011e+02	4.564117796976e+00	4.103828586946e+10	3.356931449000e-03	3.646330552174e-06
4.838557190894e+02	2.162655141023e+00	2.585807724506e+10	3.657191748743e-03	1.078183043632e-06
2.419583836348e+02	3.478625029757e+00	4.349689487851e+10	3.590231327240e-03	1.358756399850e-06
2.358898887594e+02	4.287692194669e+00	4.004379168871e+10	3.619151573321e-03	2.672987479389e-06
4.112394949907e+02	2.327024057709e+00	3.128976627037e+10	4.292954361259e-03	8.037067372473e-07
3.302073439221e+02	4.615137284394e+00	3.405945240267e+10	3.993782438104e-03	4.971383874830e-06
2.625399061380e+02	2.374981620777e+00	2.376008073715e+10	2.610025228315e-03	1.181523136349e-06
2.714378965999e+02	4.713015853476e+00	3.356070275189e+10	2.316464904881e-03	7.614987146219e-06
2.146151116281e+02	3.379676900981e+00	4.240887995145e+10	2.857984375146e-03	1.424058921228e-06
3.782968146342e+02	3.416709597169e+00	2.098099218596e+10	2.112924513346e-03	7.090969968159e-06
2.130302569391e+02	4.313081334482e+00	3.237065233645e+10	4.900726978102e-03	2.244662431405e-06
3.097874545306e+02	2.916793137043e+00	3.809913981245e+10	4.450639398303e-03	9.444998615065e-07
2.100424659849e+02	2.672602959519e+00	2.761425331667e+10	3.005580667239e-03	1.006485477774e-06
3.851401603913e+02	4.024307621146e+00	2.316467094178e+10	2.595540990783e-03	8.697552433229e-06
2.598105570979e+02	3.348729210274e+00	4.952459124905e+10	4.607719651222e-03	8.907353760983e-07
3.608869167058e+02	2.268001564251e+00	2.428264204982e+10	4.454621075178e-03	8.108737553068e-07
4.680072465769e+02	2.684971077972e+00	2.966345549213e+10	3.575756948218e-03	1.779264215476e-06
2.498366104885e+02	2.056483098650e+00	4.855907511468e+10	2.560236780480e-03	3.641159779990e-07
3.860454459456e+02	3.076061153016e+00	4.891344655703e+10	3.814139300815e-03	1.254750206592e-06
4.852448625536e+02	2.346746480768e+00	3.151684513741e+10	4.773341811636e-03	8.684662827122e-07
2.204019246603e+02	2.210330992373e+00	4.214255559870e+10	2.941427815948e-03	4.000064750636e-07
3.380284222877e+02	3.162912853046e+00	4.251507942757e+10	3.373673487500e-03	1.553558517200e-06
2.866749243877e+02	3.088493747027e+00	4.244710967142e+10	2.139144576214e-03	1.937761786898e-06
4.794959358078e+02	4.114173250516e+00	3.528900191886e+10	3.639416148864e-03	5.416519717423e-06
4.011704853185e+02	2.523306629960e+00	2.622928746346e+10	4.681222876819e-03	1.093583656986e-06
3.306869201143e+02	2.000258563028e+00	2.638374683841e+10	2.919523365840e-03	7.157902332627e-07
3.163338097813e+02	4.014747594986e+00	2.905175949158e+10	2.047098409594e-03	7.170805670810e-06
4.164369884000e+02	4.388953073355e+00	3.542466607456e+10	4.380210391270e-03	4.727049342417e-06
2.039971149659e+02	4.220646320297e+00	3.605341207055e+10	2.011406840331e-03	4.406293031490e-06
3.501714534084e+02	3.089130675324e+00	3.722600168599e+10	4.166764320595e-03	1.386446169358e-06
3.344836693640e+02	2.936936556580e+00	4.801338687824e+10	3.558823563502e-03	1.033114785130e-06
4.805552032959e+02	4.687437942348e+00	3.736533260273e+10	3.045038591167e-03	9.062478441703e-06
3.192628270282e+02	4.180499722643e+00	3.219951030827e+10	3.197789661080e-03	4.719462649970e-06
2.691290634275e+02	4.240774464336e+00	4.989105112993e+10	2.508336917395e-03	3.417010922474e-06
3.897785809122e+02	4.249913481204e+00	4.417093586837e+10	2.398812284104e-03	5.882800684152e-06
4.480403390272e+02	4.889642531369e+00	2.600219113881e+10	2.054269070651e-03	2.042866264069e-05
3.229601620370e+02	2.045163254433e+00	3.804799187888e+10	4.925935293975e-03	3.070939194229e-07
3.629182989670e+02	3.595518079020e+00	4.200342510162e+10	3.482818981500e-03	2.402350945769e-06
4.109845169495e+02	2.144754765881e+00	4.788986255738e+10	4.309978462572e-03	4.092592063046e-07
4.797084356629e+02	3.576181462928e+00	4.256572352777e+10	2.954670748591e-03	3.634340792876e-06
3.478239883469e+02	3.976689409418e+00	3.660554649841e+10	2.199594042714e-03	5.659706126931e-06
3.018011552505e+02	4.193370726060e+00	4.490814467253e+10	4.906207823862e-03	2.104255077981e-06
2.116878943966e+02	3.800165455869e+00	2.405639936967e+10	3.751884487538e-03	2.681527278402e-06
2.126368291155e+02	2.886900568883e+00	3.417459034496e+10	2.868523958081e-03	1.087253788061e-06
