E (Pa)	I (m^4)	ρ (kg/m^3)	A (m^2)	L (m)	f (Hz)
4.777279899660e+10	2.842669000927e-05	7.623556500206e+03	2.425968137599e-03	3.170635278131e+00	1.508211448938e+01
2.869641249024e+10	1.559779896593e-05	4.507890360693e+03	7.208085548796e-03	2.143488171115e+00	1.429319495164e+01
1.733012046677e+10	8.346057868812e-05	2.805509777709e+03	6.207622610619e-03	2.549119791615e+00	2.481504837404e+01
2.462016006107e+10	5.778928100218e-05	7.474280343699e+03	8.846302902643e-03	4.864909378503e+00	3.467980550836e+00
1.184949597301e+10	4.583047646683e-05	5.666830102840e+03	1.406920327556e-03	4.704503893937e+00	6.598075606127e+00
2.259027617295e+10	2.611571083112e-05	7.400554528651e+03	7.270151481120e-03	4.425344287474e+00	2.991826344448e+00
4.584306511920e+10	8.952479945769e-05	6.409841845899e+03	4.131889141385e-03	4.779007006209e+00	9.644014528916e+00
3.805750530841e+10	6.291207394064e-05	5.579563392056e+03	7.546991791469e-03	2.998646630938e+00	1.483789207107e+01
3.277117578023e+10	9.072830641532e-05	2.215206493915e+03	7.982933713706e-03	4.720899392299e+00	1.029442821769e+01
2.374630492279e+10	1.387547180702e-05	3.746964043847e+03	1.867317980837e-03	2.006911974697e+00	3.014664762270e+01
2.915106465758e+10	3.934765307621e-05	7.569748022408e+03	3.351566424857e-03	2.809501595295e+00	1.507252836086e+01
2.334173726468e+10	3.579145357767e-05	2.436548360370e+03	9.290086078508e-03	4.120371938845e+00	6.331530506394e+00
1.624957151418e+10	8.132735151027e-05	4.599222339047e+03	1.497553334207e-03	4.024123005359e+00	1.513512809180e+01
3.099729460630e+10	5.230905710907e-05	6.472574021037e+03	9.515194988593e-03	4.352040139138e+00	4.793358081211e+00
4.226711897332e+10	8.416094539567e-05	7.734754703430e+03	2.735760769829e-03	3.588869597076e+00	1.781154586151e+01
2.733722261280e+10	1.122161612518e-05	3.209687674962e+03	6.624488715835e-03	3.995069636086e+00	4.210864799085e+00
1.001811657750e+10	7.331149577199e-05	4.695832564678e+03	9.088678017154e-03	4.653214665310e+00	3.389915865851e+00
4.323468726420e+10	1.235047355231e-05	6.612249644591e+03	7.090422232304e-03	3.436561908272e+00	5.056169537953e+00
4.352060549477e+10	4.600619454323e-05	2.102775284742e+03	3.815367281895e-03	3.515822612282e+00	2.261308309079e+01
1.304554858233e+10	4.782841580621e-05	4.924473189108e+03	8.465685307166e-03	4.457906528774e+00	3.444482494061e+00
3.071171293920e+10	9.808216181560e-05	2.558164282304e+03	7.589230413154e-03	3.373943778860e+00	1.936114077366e+01
2.136768944870e+10	3.545206389142e-05	4.145752713522e+03	1.139615360659e-03	3.575710482515e+00	1.752333161223e+01
4.940964001836e+10	5.638620983995e-05	3.423377569795e+03	6.377473291696e-03	3.543699624893e+00	1.591656849015e+01
1.773008032372e+10	1.601772211849e-05	3.059011250922e+03	1.817979147041e-03	3.139051538602e+00	1.283206428272e+01
3.666309439402e+10	5.295570000576e-05	6.645835638021e+03	1.131920556940e-03	4.312965067912e+00	1.528125200368e+01
3.754181160480e+10	7.511480513543e-05	7.241098624457e+03	4.572386372880e-03	2.888215769052e+00	1.957537540171e+01
4.831246020139e+10	3.262959131352e-05	6.191291552478e+03	2.283158133320e-03	2.975167186856e+00	2.110943914142e+01
4.494368564515e+10	6.592193638676e-05	3.774702420779e+03	6.259231733599e-03	3.585717605388e+00	1.541054342473e+01
3.390638183480e+10	1.332418531486e-05	4.642543265974e+03	6.712288233255e-03	3.374805673710e+00	5.915247388130e+00
4.684422401131e+10	3.642804190987e-05	2.520576627475e+03	4.499747396191e-03	2.431342778020e+00	3.671404297270e+01
3.299758700704e+10	7.533359380485e-05	6.093701871374e+03	9.780839938138e-03	4.108337138637e+00	6.770134266258e+00
3.287112899249e+10	5.151563244043e-05	6.083302962511e+03	9.022801725467e-03	3.426699426656e+00	8.369645242919e+00
4.291626102918e+10	7.555175795240e-05	2.454932510143e+03	5.664893721833e-03	3.697839510309e+00	1.975805195445e+01
4.387024367206e+10	5.744653434573e-05	6.823616755867e+03	5.939815437394e-03	4.394587475632e+00	7.224530014335e+00
1.462349617311e+10	3.439920331370e-05	6.257926987735e+03	4.324599821313e-03	4.300782795287e+00	4.124195533071e+00
3.942620605500e+10	7.996799568528e-05	7.323589280567e+03	4.658178102402e-03	4.387257108618e+00	8.837248500673e+00
4.819616869175e+10	8.697890203627e-05	4.358050231125e+03	1.062810285487e-03	4.629630459669e+00	2.483529085993e+01
4.054953037887e+10	3.449039685803e-05	7.901449122075e+03	6.800151661916e-03	2.513959487510e+00	1.428352709905e+01
3.305932711245e+10	8.883378048848e-05	6.361355805474e+03	2.031798023006e-03	3.346189941767e+00	2.382003875403e+01
2.183153791590e+10	6.780298813665e-05	3.443676168543e+03	5.769988335693e-03	2.132945617308e+00	3.356843332150e+01
2.506692595314e+10	7.624030028572e-05	6.893566017624e+03	9.546560902160e-03	4.501651078955e+00	4.705181823986e+00
2.517143773517e+10	8.274562292199e-05	6.631473178012e+03	3.893395604801e-03	2.596616890027e+00	2.357024899999e+01
3.962368644741e+10	7.211674075887e-05	2.347447008212e+03	8.630313314431e-03	2.058033284966e+00	4.961376573809e+01
3.810942493763e+10	4.135692603729e-05	4.385529441761e+03	9.285001162503e-03	4.510446616967e+00	5.410929906911e+00
2.637150119592e+10	4.038860745910e-05	4.552819341904e+03	1.546376333902e-03	3.399891513079e+00	1.882745494740e+01
4.621813334295e+10	2.170179592800e-05	3.761905857206e+03	6.211674037481e-03	2.960502221078e+00	1.322627782916e+01
2.598258932115e+10	3.192285865519e-05	2.569102439106e+03	6.976652698868e-03	3.789407045025e+00	8.382199606917e+00
3.132689616204e+10	6.685350274749e-05	3.454155083360e+03	1.722497599270e-03	4.940691586148e+00	1.359933664639e+01
1.641995497403e+10	3.466676369753e-05	4.050541087258e+03	8.890563477242e-03	2.678256259124e+00	9.807083775998e+00
2.052377936264e+10	5.036074119120e-05	6.105867570313e+03	8.181903451724e-03	4.973625505035e+00	3.253496714824e+00
1.606845883277e+10	4.399498047674e-05	2.234808522384e+03	8.243222613173e-03	2.973724179441e+00	1.239485101010e+01
1.934592556085e+10	6.622532254868e-05	6.380130970572e+03	2.269589741740e-03	3.681094935207e+00	1.228250529735e+01
3.161694101722e+10	8.546770453340e-05	5.776412526914e+03	9.645864595042e-03	3.353029369666e+00	1.095996643519e+01
4.692821656932e+10	5.406394369815e-05	7.804479115499e+03	3.286776439690e-03	4.907574711248e+00	7.306387103013e+00
4.238951747912e+10	9.750823120573e-05	3.357974726009e+03	3.465450146643e-03	4.641006373955e+00	1.548209337485e+01
1.914717025094e+10	5.830767369473e-05	3.079476948497e+03	7.714239174452e-03	2.669822465685e+00	1.701719743389e+01
2.917276933746e+10	2.559447409352e-05	7.165561138281e+03	1.391889690778e-03	2.728477804589e+00	2.056440968951e+01
2.124960465324e+10	6.230050713180e-05	3.621982338097e+03	2.060528954907e-03	3.311504564627e+00	2.148971485580e+01
4.344756954621e+10	7.444438565760e-05	3.018343644662e+03	5.799344270079e-03	3.702652635375e+00	1.754371914155e+01
3.357303329187e+10	5.923464668186e-05	5.334032923027e+03	5.626944361386e-03	3.550189472458e+00	1.142716892297e+01
3.054191647859e+10	9.125179365673e-05	6.884385694778e+03	6.282807797694e-03	4.645101678476e+00	6.582510941890e+00
2.122458537160e+10	6.356721295369e-05	4.561090965638e+03	5.520561986875e-03	4.817957323914e+00	5.579650016165e+00
1.923810217044e+10	5.875481633299e-05	6.281666260478e+03	1.226689840998e-03	3.442855111683e+00	1.807936693602e+01
3.527702957575e+10	4.104848095382e-05	3.167069556149e+03	7.021803229698e-03	4.376243193812e+00	7.455232644910e+00
1.331470251242e+10	1.908927591201e-05	7.882371302537e+03	1.192348409297e-03	3.419493734890e+00	7.869180004668e+00
3.144431176076e+10	8.941384138117e-05	5.294638773009e+03	7.936758504902e-03	3.453830695702e+00	1.213261058437e+01
4.786868079208e+10	4.627863287882e-05	3.189594892196e+03	5.955635232663e-03	4.469010031840e+00	9.567185569177e+00
3.255175011659e+10	3.647694951848e-05	3.797771613418e+03	9.577092375785e-03	3.033820896572e+00	1.098393530795e+01
2.062351335601e+10	4.865979153318e-05	4.769486624183e+03	2.357006278665e-03	3.646565370564e+00	1.257201613800e+01
3.187065980419e+10	4.090383461161e-05	3.920138071896e+03	5.108027099952e-03	4.133415891980e+00	8.356121131594e+00
4.120595222156e+10	1.479178113950e-05	4.784672661206e+03	9.828883155958e-03	4.406798122648e+00	3.280109756485e+00
3.087989201004e+10	7.723482300711e-05	3.469029742927e+03	8.056323270478e-03	3.149709543030e+00	1.647607171053e+01
4.547130947127e+10	5.790019303673e-05	3.215617188032e+03	7.233777640002e-03	3.508190150942e+00	1.529503285150e+01
3.946279379681e+10	1.999146948745e-05	5.604045894057e+03	2.231023829235e-03	4.027076493750e+00	8.666749515845e+00
3.405725400987e+10	2.507639276350e-05	5.091228024584e+03	9.172903966296e-03	3.408367746670e+00	6.513320218508e+00
2.575202084076e+10	2.675655610145e-05	5.949452838064e+03	9.807054600950e-03	3.831074585461e+00	4.142804279059e+00
2.781044514413e+10	7.721320490430e-05	6.737861441389e+03	7.535585912356e-03	4.707367237390e+00	5.192741746188e+00
1.966876621539e+10	1.436834023378e-05	5.677601741503e+03	8.129571837177e-03	2.177228590615e+00	9.236133038675e+00
3.127261346236e+10	9.823816373761e-05	3.331654668559e+03	4.210904174260e-03	2.908440107955e+00	3.095330044034e+01
2.301107321949e+10	7.713359453392e-05	7.646939201849e+03	3.390664728336e-03	4.893266077375e+00	6.114050083070e+00
3.554693718222e+10	2.262405080669e-05	3.646913987998e+03	7.695396380914e-03	2.970276046531e+00	1.073586568072e+01
2.603687811183e+10	3.023113203709e-05	6.517527346301e+03	8.112433456102e-03	2.641271732707e+00	9.785908800956e+00
4.670621885630e+10	7.847120204664e-05	2.507735245293e+03	2.857325580538e-03	2.071517964462e+00	9.325391405138e+01
3.984730593165e+10	1.879624319832e-05	2.417811759469e+03	4.891416329615e-03	2.012536687248e+00	3.476494257077e+01
2.939535488491e+10	8.292324052139e-05	4.124606105883e+03	3.732051423496e-03	3.027462774446e+00	2.429279520521e+01
1.770314973071e+10	3.856118678313e-05	6.719445153419e+03	4.985905920302e-03	4.791957967212e+00	3.478230799640e+00
1.905131994253e+10	1.094278429530e-05	2.691790387311e+03	7.007084376791e-03	3.013727894348e+00	6.476669890294e+00
3.867072257183e+10	9.959264222183e-05	3.035313152477e+03	1.534413670847e-03	3.881357246508e+00	3.377436788068e+01
1.006132765361e+10	6.696811698753e-05	4.161911177082e+03	9.170526198669e-03	2.305224336963e+00	1.398989459198e+01
3.612798155594e+10	1.681111680580e-05	2.592044806940e+03	9.961931653561e-03	4.062157647414e+00	5.200393765803e+00
1.583505203752e+10	4.051166205065e-05	5.878352803247e+03	3.538913032467e-03	4.078190028532e+00	5.907786172564e+00
2.134651031294e+10	7.821281991525e-05	7.567842637290e+03	4.412947730864e-03	4.753103809405e+00	5.537580523095e+00
1.199122014548e+10	3.797551513715e-05	4.517423777300e+03	6.656457468434e-03	4.246735474840e+00	3.817937223891e+00
3.717299638040e+10	4.185755293444e-05	2.036833144531e+03	4.152601350664e-03	3.623947741797e+00	1.827349749528e+01
3.905690986142e+10	9.849293892418e-05	2.620042579121e+03	9.525331520172e-03	2.959755817349e+00	2.507657234407e+01
1.602538162387e+10	3.372394127126e-05	7.738991221116e+03	7.871427249079e-03	2.796068211028e+00	6.741112644626e+00
1.245398439251e+10	2.334486477192e-05	5.990832534831e+03	2.587825914095e-03	2.663474248986e+00	1.080101060359e+01
3.725807099410e+10	2.966625712246e-05	2.225695245631e+03	6.145297250024e-03	3.394485979703e+00	1.380422095375e+01
1.524022405344e+10	9.733824161858e-05	5.235351445470e+03	4.365317094124e-03	4.393290148293e+00	7.385833420873e+00
4.051049281673e+10	4.810211549463e-05	6.263513044992e+03	9.787145091126e-03	4.605617461876e+00	4.703008837455e+00
1.848243775548e+10	8.977881688835e-05	2.188565585430e+03	5.360192002319e-03	3.042498361853e+00	2.273309561821e+01
3.323892798897e+10	8.771713609740e-05	6.746594446698e+03	4.999905532427e-03	4.288686978109e+00	8.943685146435e+00
2.728059358272e+10	4.774818518139e-05	4.229019153827e+03	5.012824069101e-03	2.766669692345e+00	1.811975560277e+01
2.858987024811e+10	6.246323321201e-05	6.326794928762e+03	6.121463231987e-03	2.896255445489e+00	1.432345440265e+01
3.028438608782e+10	8.865797296117e-05	4.263286840144e+03	6.471216952202e-03	4.255442602029e+00	9.639094336758e+00
1.884092388251e+10	9.844667714959e-05	4.834844142609e+03	2.312722012329e-03	4.521906957398e+00	1.114494947233e+01
2.804772821243e+10	6.953379263300e-05	3.471231302960e+03	2.936602108214e-03	4.411630424564e+00	1.257496844160e+01
1.892921485914e+10	2.392021287491e-05	2.411322705043e+03	7.511289588316e-03	3.792955504817e+00	6.149376438786e+00
2.402467490055e+10	5.812922754383e-05	5.681563707857e+03	8.697001013572e-03	3.182858754645e+00	9.285285844141e+00
3.930380780506e+10	5.184397418680e-05	6.339113402132e+03	8.493348847454e-03	3.301689916613e+00	9.985339235767e+00
2.616102337958e+10	4.321988689350e-05	5.187958355947e+03	7.493882933155e-03	4.760543108651e+00	4.210436829852e+00
2.497495358837e+10	4.475967884146e-05	6.840351865291e+03	3.444518985811e-03	2.586536973485e+00	1.821703141601e+01
1.043284350728e+10	9.588848332400e-05	6.625123679492e+03	6.633370941658e-03	2.448683522803e+00	1.407919396574e+01
3.586246893702e+10	7.545514932197e-05	4.150824651722e+03	8.406740088547e-03	3.954600250395e+00	9.963249975008e+00
2.646186689168e+10	8.284396491672e-05	5.767632548880e+03	9.397484493589e-03	4.659671402151e+00	5.182605720879e+00
1.108830775999e+10	5.957385841632e-05	4.586431223548e+03	6.644714848826e-03	2.229208802121e+00	1.657700470159e+01
2.948684339749e+10	3.804728466307e-05	4.087706291787e+03	7.191745024585e-03	3.924461067207e+00	7.097111343538e+00
3.273420626048e+10	2.979245849782e-05	7.108586651876e+03	4.950160874530e-03	3.523739177832e+00	7.501842759123e+00
3.419221036229e+10	1.789827330422e-05	2.369507759220e+03	1.384483535122e-03	3.331562087250e+00	2.177323922125e+01
3.599919518017e+10	8.935549705996e-05	2.312022381782e+03	5.302796261180e-03	3.670408423697e+00	2.127416069907e+01
4.874292633121e+10	7.377243384693e-05	3.259873257577e+03	8.762480159745e-03	4.123117642863e+00	1.167777751063e+01
4.230811605696e+10	4.420034203028e-05	7.971933225321e+03	2.799513595115e-03	4.275326789771e+00	8.861058125357e+00
4.248121662655e+10	2.100464756045e-05	2.030180627027e+03	5.551358446038e-03	2.774487946984e+00	2.045248997984e+01
4.148423551162e+10	2.879059340231e-05	3.391429666155e+03	8.145929096427e-03	4.844618648089e+00	4.956882406731e+00
2.579782796611e+10	7.464395879983e-05	4.114435933172e+03	6.939900404117e-03	2.362695352605e+00	2.602941178848e+01
1.072138948000e+10	9.406412527060e-05	4.196062821621e+03	5.092327261670e-03	2.651873254950e+00	1.728524551017e+01
4.703269678050e+10	3.908288031587e-05	5.829420162786e+03	3.988647918974e-03	3.360474210561e+00	1.393122265772e+01
1.218732231449e+10	3.552645179817e-05	2.985849523102e+03	1.614830961386e-03	3.567233466751e+00	1.317626078008e+01
2.454955740241e+10	1.534936236538e-05	5.179227077542e+03	7.288191518479e-03	4.172728039363e+00	3.210754898082e+00
3.292699552378e+10	5.779114019142e-05	4.214204450939e+03	3.819907832318e-03	2.239470087182e+00	3.835787900482e+01
2.488223652954e+10	1.257547083228e-05	5.412231164064e+03	5.436237440590e-03	4.804858515292e+00	2.499372141154e+00
3.182467566257e+10	6.226179456488e-05	4.987799380122e+03	4.531813814918e-03	4.554245760748e+00	7.987153713429e+00
4.789534658706e+10	1.507970118259e-05	5.382024537560e+03	5.318993777604e-03	2.692174554657e+00	1.226229318282e+01
2.312712779931e+10	9.766074788751e-05	4.851299086302e+03	5.867807945403e-03	3.239079976831e+00	1.502218947916e+01
3.914218772624e+10	7.342441976219e-05	2.375578400868e+03	7.924990889097e-03	4.541124066349e+00	1.060119152760e+01
4.301600801670e+10	2.372725553816e-05	4.013613806280e+03	3.161716267614e-03	2.984150742553e+00	1.781930366869e+01
4.580592960868e+10	6.386405297697e-05	3.287749367551e+03	2.721631508541e-03	3.667960100780e+00	2.377927149846e+01
1.480899038987e+10	3.463560874536e-05	7.056648994318e+03	3.190701467134e-03	4.991802991590e+00	3.389140678280e+00
3.470576614713e+10	5.065476914079e-05	5.899794045843e+03	9.662766216424e-03	2.465062983190e+00	1.616994199615e+01
1.612969892312e+10	2.652953307915e-05	5.102319020511e+03	8.051129983089e-03	4.822858213883e+00	2.455157722276e+00
1.685930638787e+10	7.127614669499e-05	5.925814319323e+03	2.740655899558e-03	2.729558652326e+00	2.042812454629e+01
3.139769683182e+10	1.385178421510e-05	4.535847052554e+03	2.143277154439e-03	3.980838091272e+00	7.468046843606e+00
2.231127251777e+10	5.193588618171e-05	7.141453856773e+03	1.566406047048e-03	3.580263597729e+00	1.404892587106e+01
2.451601933072e+10	3.378643334811e-05	3.266093591133e+03	6.947166618351e-03	4.327426703691e+00	5.708752512644e+00
1.978491400875e+10	5.854418641517e-05	6.575711841213e+03	8.542715737329e-03	4.290085444957e+00	4.365463871469e+00
4.863449720454e+10	2.352180898857e-05	6.707157414987e+03	4.731101113142e-03	4.849695712395e+00	4.517008474871e+00
3.083296233360e+10	9.576599322022e-05	6.671079959106e+03	7.392704760482e-03	2.211501432008e+00	2.799379362099e+01
3.548821237731e+10	5.082974534378e-05	6.511794050348e+03	5.970847823337e-03	2.798671310169e+00	1.538691601510e+01
3.061825819607e+10	6.938666666862e-05	2.815753082509e+03	8.514390583520e-03	4.127141439441e+00	9.778633173451e+00
3.840846556164e+10	7.497605692649e-05	6.492777372841e+03	5.366729783504e-03	4.627666548674e+00	7.511094336044e+00
4.401229646104e+10	4.131315166398e-05	6.425125704054e+03	4.673801171260e-03	3.205535593649e+00	1.339913356231e+01
4.392800375461e+10	2.931123469054e-05	6.691443289056e+03	2.233141365975e-03	3.759822193787e+00	1.161870815025e+01
3.051362063361e+10	9.608374077362e-05	7.119271645498e+03	1.717446526478e-03	3.061457244389e+00	2.923335813918e+01
4.147856206225e+10	8.151946404931e-05	6.589819191459e+03	3.302893247519e-03	2.903703924938e+00	2.615631136675e+01
1.900780695075e+10	7.779260558986e-05	7.585173515029e+03	4.693009647819e-03	3.106446346401e+00	1.181739204247e+01
1.281836629377e+10	6.217324007917e-05	2.300721794819e+03	8.285463588779e-03	4.989451233067e+00	4.595626665675e+00
1.205817721465e+10	4.557235779928e-05	6.205688995184e+03	4.447078114184e-03	2.022950678143e+00	1.929351180778e+01
4.751632847220e+10	4.725948117810e-05	4.549407591881e+03	8.771072333553e-03	4.462599582556e+00	6.665135413176e+00
1.085606146899e+10	7.741855214632e-05	6.058557388676e+03	9.447312154060e-03	4.513797702337e+00	3.327809193348e+00
1.336149853632e+10	9.277548571115e-05	6.154917489504e+03	1.239405509751e-03	4.799327683070e+00	9.792379657289e+00
2.744431536909e+10	1.726803172173e-05	7.938442233747e+03	4.404564775619e-03	3.387261596477e+00	5.677454647017e+00
4.923741149999e+10	9.337960841733e-05	5.589655844552e+03	7.030624695411e-03	4.610561855084e+00	9.003245831085e+00
4.611999873323e+10	8.615247998642e-05	7.662169686870e+03	7.806451198725e-03	3.306443842037e+00	1.319095387607e+01
2.275853387630e+10	8.266092195557e-05	5.108756360340e+03	8.746004099960e-03	3.445974967717e+00	9.668481444219e+00
1.347416482140e+10	7.788036553841e-05	2.924087539654e+03	3.772078609756e-03	2.126307708164e+00	3.817243063027e+01
3.886210488755e+10	6.896914541144e-05	5.997425776589e+03	1.654702805604e-03	4.946721223405e+00	1.188326941022e+01
2.530320725561e+10	5.122636873549e-05	6.636768552181e+03	6.746948736613e-03	3.721960324332e+00	6.871977482509e+00
2.928982192431e+10	6.548980173930e-05	4.291006815225e+03	6.439796754633e-03	3.048887673915e+00	1.585876441342e+01
1.860692191709e+10	4.468051612927e-05	3.606564376895e+03	9.070331403342e-03	3.264323835512e+00	8.370938276705e+00
3.802765594807e+10	6.675879692495e-05	2.361907785131e+03	5.078792535424e-03	4.040709658467e+00	1.576520810664e+01
1.690531595168e+10	6.917322279872e-05	7.065344903900e+03	1.100695784228e-03	3.050191865801e+00	2.332108084008e+01
2.752481551999e+10	4.929874888244e-05	7.265836853430e+03	3.148392249048e-03	4.167877034115e+00	7.844870883240e+00
3.827942836941e+10	9.088888134001e-05	3.674217220298e+03	6.540157991848e-03	4.321990455381e+00	1.139768462384e+01
3.891359649844e+10	2.230306856152e-05	4.732077525409e+03	7.159898657276e-03	3.485981170320e+00	7.369299955852e+00
4.310825410350e+10	7.089177632859e-05	7.428088880343e+03	5.853923960637e-03	4.198334199969e+00	8.415593012577e+00
2.370435441910e+10	4.625425263941e-05	2.116625230377e+03	4.547393294100e-03	2.920858955014e+00	2.213544010537e+01
1.500330020475e+10	8.036822772467e-05	3.205977253348e+03	5.471431762413e-03	2.819108941049e+00	1.845881601948e+01
2.311071693102e+10	2.779077717717e-05	5.735701256946e+03	6.753087937235e-03	2.886925139516e+00	8.644984562242e+00
1.115848459627e+10	8.239430553337e-05	7.156481756800e+03	8.435667923181e-03	2.101386943662e+00	1.563695919142e+01
3.883307625237e+10	7.226027804194e-05	2.341229731115e+03	8.382257657545e-03	3.503948924624e+00	1.723277966421e+01
1.494144954231e+10	9.451452962600e-05	2.745964655366e+03	5.822038082880e-03	3.154246248594e+00	1.671445221008e+01
1.988032551476e+10	9.935733166792e-05	7.359999207139e+03	1.644712609240e-03	2.000989361610e+00	5.644960755601e+01
2.098368733837e+10	9.248718246972e-05	2.262715119398e+03	1.863552885584e-03	2.359558236985e+00	6.818002430642e+01
4.242238003445e+10	7.064527876120e-05	2.009482689907e+03	8.708669722853e-03	3.622438322029e+00	1.764581486327e+01
4.038632033446e+10	8.691026030249e-05	5.795940329191e+03	8.321696397924e-03	4.517845012099e+00	7.395112775178e+00
1.891323346781e+10	1.339503571888e-05	5.974115674510e+03	2.892963262133e-03	2.497931368002e+00	1.085695978383e+01
3.381663152505e+10	8.384471401156e-05	6.592678348250e+03	9.108347192018e-03	4.383765434762e+00	6.326745200155e+00
2.105761211584e+10	1.710531178222e-05	7.491694502561e+03	6.320577737899e-03	3.424771713493e+00	4.160648813246e+00
2.481051584020e+10	4.105326325964e-05	7.028084364548e+03	6.223964969864e-03	3.741583029350e+00	6.098901056354e+00
2.989618113610e+10	8.629809297883e-05	6.727762547830e+03	2.196576528399e-03	3.761827603290e+00	1.652056358197e+01
2.713562830920e+10	9.211021926047e-05	5.220084095770e+03	6.452903015452e-03	3.519357951217e+00	1.230561502685e+01
4.893940271344e+10	2.947123357145e-05	2.097402330803e+03	8.214227515203e-03	3.470281139350e+00	1.344304364169e+01
4.414251362807e+10	4.665739346705e-05	4.674724419679e+03	9.978201670388e-03	2.395663286389e+00	2.048593271550e+01
1.317058112059e+10	3.510218312819e-05	2.738550382466e+03	6.300957476091e-03	3.484191851798e+00	7.544395456856e+00
3.576355071561e+10	8.002316026308e-05	4.401511459788e+03	9.869430356272e-03	4.332305289938e+00	7.651838096806e+00
2.880968849546e+10	5.221327176569e-05	2.025220204235e+03	8.022257205015e-03	2.278555339799e+00	3.279282507860e+01
3.637832712778e+10	7.773748059948e-05	2.472683629305e+03	8.011337997038e-03	2.524137614884e+00	3.318152994217e+01
3.685028220871e+10	7.036957516419e-05	3.180042919582e+03	9.724020557962e-03	3.976729130993e+00	1.024575821972e+01
1.016916628397e+10	6.299063674185e-05	5.748237166360e+03	5.484386564191e-03	4.233864684471e+00	4.449364994618e+00
3.439414559970e+10	8.734076255444e-05	7.366796009507e+03	5.151766129343e-03	2.440330991832e+00	2.643373704589e+01
4.167676416351e+10	3.817204238238e-05	6.799954358189e+03	9.510949735049e-03	4.489453281447e+00	4.354020961565e+00
1.170606683425e+10	7.422235274707e-05	7.336333413970e+03	1.924158924678e-03	2.964269378252e+00	1.579793048751e+01
4.198275222337e+10	6.082791776620e-05	5.081312359724e+03	7.667284157661e-03	3.951252309615e+00	9.175534076492e+00
3.785595493304e+10	8.339229033809e-05	2.975310668554e+03	6.498790466651e-03	3.455153443107e+00	1.893806593405e+01
2.845181690401e+10	5.421924169592e-05	6.826819192450e+03	6.232195906522e-03	4.709035570789e+00	4.804638392307e+00
4.615602879471e+10	9.631992017347e-05	5.541718104758e+03	1.164134283370e-03	3.514476442243e+00	3.760537489815e+01
3.367561240454e+10	8.377330117450e-05	2.751901056678e+03	9.844974277945e-03	4.314655162603e+00	9.698785580819e+00
4.951106283634e+10	8.555982915007e-05	3.276961646425e+03	9.942348236736e-03	4.537046703283e+00	9.801264077955e+00
2.537495781992e+10	7.412911836256e-05	6.416486504156e+03	6.850749008204e-03	4.012103048550e+00	7.190480763147e+00
4.016147641091e+10	7.664348601121e-05	4.417656738275e+03	4.592286192116e-03	4.497212482096e+00	1.077625512008e+01
2.254584740393e+10	3.010966160578e-05	6.223302810885e+03	4.249175228263e-03	2.871977393712e+00	1.086886196920e+01
2.743629474203e+10	9.394852316585e-05	5.198536034454e+03	6.861754805352e-03	4.265407119335e+00	8.267063595838e+00
4.617919140318e+10	8.672570316482e-05	6.457341364450e+03	8.618313237495e-03	3.233868842451e+00	1.435281008628e+01
4.410643340198e+10	7.458795998837e-05	3.757965070156e+03	6.913904653949e-03	2.741985027808e+00	2.648132979397e+01
3.644533858559e+10	5.833937338289e-05	4.665874023054e+03	2.813424216003e-03	4.188018191756e+00	1.283876697569e+01
4.257515476954e+10	1.733643780557e-05	5.515799738522e+03	1.024719856400e-03	3.660474974956e+00	1.509033987363e+01
4.682003919636e+10	3.624061514206e-05	7.524669158309e+03	9.854113621663e-03	3.045315040989e+00	9.126818202999e+00
1.746197852497e+10	8.485723419454e-05	3.481679215340e+03	3.135742439185e-03	4.773796960274e+00	9.045266778592e+00
1.509891672279e+10	8.743943493125e-05	4.711328594146e+03	5.410253062937e-03	3.025147466898e+00	1.391475789054e+01
3.241796152104e+10	3.126054278303e-05	2.089564814312e+03	6.732538069728e-03	3.288366260875e+00	1.388788413915e+01
3.488527845437e+10	6.073679582080e-05	5.283250779806e+03	1.296232471287e-03	2.313272389594e+00	5.815996029979e+01
2.903683110700e+10	3.287235857125e-05	2.496264991332e+03	5.989762184412e-03	4.670560113948e+00	6.480740808866e+00
1.946926136530e+10	5.896729214382e-05	7.641754733623e+03	1.085107680020e-03	4.447778182330e+00	1.052407173198e+01
4.513806629647e+10	7.973382073784e-05	3.721544215570e+03	5.292964062641e-03	3.799964042223e+00	1.656324401800e+01
3.556662657623e+10	1.422513846060e-05	7.352258705277e+03	1.668034172392e-03	3.127288366865e+00	1.162046598874e+01
4.093409109999e+10	6.404098513924e-05	2.940445764686e+03	5.322593933952e-03	2.857293533027e+00	2.804892900043e+01
1.836986905183e+10	2.156829674323e-05	6.550317269909e+03	4.614346398390e-03	2.902077580438e+00	7.606402974889e+00
1.958233716679e+10	1.080311332876e-05	4.485558742694e+03	2.042007035686e-03	2.332510407352e+00	1.562950889738e+01
3.736112931280e+10	9.472286679602e-05	5.074409139424e+03	7.216220587849e-03	4.103749290555e+00	1.032882236050e+01
1.699519360578e+10	3.747312491336e-05	7.226624533584e+03	3.843134029230e-03	4.530260099472e+00	4.128467821667e+00
2.513690051886e+10	8.996864415333e-05	2.990749452161e+03	5.342931423179e-03	2.164620349058e+00	4.492425018519e+01
3.192385035331e+10	6.468208016845e-05	6.979847414266e+03	9.619627648404e-03	3.160245612225e+00	9.824908824162e+00
